Field_1__c,Field_2__c,Field_3__c,Field_4__c,Field_1_Description__c,Field_2_Description__c,Field_3_Description__c,Field_4_Description__c,Type__c,Action_Type__c,Action_Label__c,Action_Body__c
Class 2,Existing,Repairing,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Repairing,Automatic switching device for a rainwater tank,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Repairing,Dual check valve with atmospheric port,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Repairing,Fire Hydrant or fire hose reel,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Repairing,"Fire service, including hydrant or sprinkler system","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is MINOR WORK.</p><p><br></p><p>Note: repairing a fire service may include replacing a small section of pipe but will be limited to a broken or damaged section of pipe. Anything beyond this will be <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p>"
Class 2,Existing,Repairing,Greywater treatment plant,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: repairing or maintaining an irrigation system for the disposal of effluent from the greywater treatment plant is UNREGULATED WORK.</p>
Class 2,Existing,Repairing,Hot water heater,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber repairing a solar or heat pump hot water heater must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 2,Existing,Repairing,"Irrigation or lawn watering system (downstream from a tap, isolating valve or backflow prevention device)","","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 2,Existing,Repairing,Irrigation system for an on-site sewage treatment plant,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 2,Existing,Repairing,Non-testable backflow prevention device,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Repairing,On-site sewage treatment plant (other than an Environmental Protection Agency approved treatment plant),"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is MINOR WORK.</p><p><br></p><p>Note:</p><ul><li>The work is required to be carried out by a person who holds a relevant endorsement on their drainers licence or alternatively, a person who holds a restricted drainers licence.</li><li>Repairing or maintaining an irrigation system for the disposal of effluent from the on-site sewage treatment plant is UNREGULATED WORK.</li></ul>"
Class 2,Existing,Repairing,Sanitary drain,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: Repairing a sanitary drain may include replacing a small section of pipe but will be limited to a broken or damaged section of pipe. Anything beyond this will be NOTIFIABLE WORK.</p>
Class 2,Existing,Repairing,Sanitary plumbing - stack or elevated pipework,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: repairing a stack or elevated pipework may include replacing a small section of pipe but will be limited to a broken or damaged section of pipe. Anything beyond this will be NOTIFIABLE WORK.</p>
Class 2,Existing,Repairing,Tempering valve or thermostatic mixing valve,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: Repairing a thermostatic mixing valve is required to be carried out by a person who holds a relevant endorsement on their plumbers licence.</p>
Class 2,Existing,Repairing,Testable backflow prevention device,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: A licensed plumber repairing a testable backflow prevention device must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 2,Existing,Repairing,Water service,"","","","",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is MINOR WORK.</p><p><br></p><p>Note: repairing a water service may include replacing a small section of pipe but will be limited to a broken or damaged section of pipe. Anything beyond this will be NOTIFIABLE WORK.</p>
Class 2,Existing,Replacing,"A drop valve washer, float valve washer or suction cap rubber for a toilet cistern","","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 2,Existing,Replacing,A fixture or fitting (may include more than one fixture or fitting),"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Replacing,A shower head or domestic water filter cartridge,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 2,Existing,Replacing,"A tap, cistern, pump, siphon, valve, arrestor, domestic water filter, water meter or water softener","","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Replacing,Automatic switching device for a rainwater tank,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Replacing,Dual check valve with atmospheric port,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 2,Existing,Replacing,Fire Hydrant or fire hose reel,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Replacing,"Fire service, including hydrant or sprinkler system","","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 2,Existing,Replacing,Greywater treatment plant,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 2,Existing,Replacing,Hot water heater,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,<p>The work is NOTIFIABLE WORK.</p><p><br></p><p>Note: A licensed plumber replacing a solar or heat pump hot water heater must hold the relevant endorsement on their plumber&#39;s licence.</p>
Class 2,Existing,Replacing,Jumper valve of washer in a tap,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is UNREGULATED WORK.
Class 2,Existing,Replacing,Non-testable backflow prevention device,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is MINOR WORK.
Class 2,Existing,Replacing,On-site sewage treatment plant (other than an Environmental Protection Agency approved treatment plant),"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 2,Existing,Replacing,Sanitary drain,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,"<p>The work is <a href=""https://www.qbcc.qld.gov.au/notifiable-work-plumbing-drainage/permit-work-minor-work-unregulated-work"" target=""_blank"">PERMIT WORK</a>.</p><p><br></p><p>Work cannot commence until the local government has issued a permit for the work.</p>"
Class 2,Existing,Replacing,Sanitary plumbing - stack or elevated pipework,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
Class 2,Existing,Replacing,Tempering valve or thermostatic mixing valve,"","",Replacing generally means removing a plumbing or drainage item from a place and installing a new item of a similar type in the same place,"",Notifiable Works Interactive Guide - Descriptive,Popup,Please Note,The work is NOTIFIABLE WORK.
